id,content,metadata,embedding
|DAVL-H|> 241.5|NOT AN IROL - go to SOL table||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|DAVL-L|< 218.5|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 241.5|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|DAVL-L|< 218.5|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 241.5|Within 120 minutes|120 minutes6|
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|DAVL-L|< 218.5|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 7 - New Hampshire 345 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|Col5|Col6|
|---|---|---|---|---|---|
|IROL s1,5,7||||||
|Real-Time||||||
|Condition||Voltage (kV)||When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H||> 362||NOT AN IROL – go to SOL table||
|Acceptable4||327.8 to 362||not applicable|Indefinite|
|DAVL-L||< 327.8||Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||||
|Condition|Voltage (kV)||When Action Plan Needed||Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362||NOT AN IROL - go to SOL table|||
|Acceptable4|327.8 to 362||not applicable||Indefinite|
|DAVL-L|< 327.8||Within 30 minutes||30 minutes|
|SOL s1,5||||||
|Real-Time||||||
|Condition||Voltage (kV)||When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H||> 362||Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4||327.8 to 362||not applicable|Indefinite|
|DAVL-L||< 327.8||Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||||
|Condition||Voltage (kV)||When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H||> 362||Within 120 minutes|120 minutes6|
|Acceptable4||327.8 to 362||not applicable|Indefinite|
|DAVL-L||< 327.8||Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 8 - NSTAR 115 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|NOT AN IROL – go to SOL table||
|Acceptable4|103.5 to 121|not applicable|Indefinite|
|LTEVL-L|< 103.5|Within 15 minutes|15 minutes|
|STEVL-L|< 100|Within 5 minutes|5 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|NOT AN IROL - go to SOL table||
|Acceptable4|103.5 to 121|not applicable|Indefinite|
|LTEVL-L|< 103.5|Within 30 minutes|30 minutes|
|STEVL-L|< 100|Within 30 minutes|30 minutes|
|DAVL-L|< 98|Within 30 minutes|30 minutes|
|||||
|SOLs1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|103.5 to 121|not applicable|Indefinite|
|LTEVL-L|< 103.5|Within 15 minutes|15 minutes|
|STEVL-L|< 100|Within 5 minutes|5 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|Within 120 minutes|120 minutes6|
|Acceptable4|103.5 to 121|not applicable|Indefinite|
|LTEVL|< 103.5|Within 120 minutes2|Indefinite2|
|STEVL-L|< 100|Within 120 minutes2|Indefinite2|
|DAVL-L|< 98|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 9 - NSTAR 230 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|>241.5|NOT AN IROL – go to SOL table||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|DAVL-L|< 218.5|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|>241.5|NOT AN IROL - go to SOL table||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|DAVL-L|< 218.5|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|>241.5|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|DAVL-L|< 218.5|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|>241.5|Within 120 minutes|120 minutes6|
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|DAVL-L|< 218.5|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 10 - NSTAR 345 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|NOT AN IROL – go to SOL table||
|Acceptable4|328 to 362|not applicable|Indefinite|
|DAVL-L|< 328|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage(kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|NOT AN IROL - go to SOL table||
|Acceptable4|328 to 362|not applicable|Indefinite|
|DAVL-L|< 328|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|328 to 362|not applicable|Indefinite|
|DAVL-L|< 328|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|Within 120 minutes|120 minutes6|
|Acceptable4|328 to 362|not applicable|Indefinite|
|DAVL-L|< 328|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 11 - NGRID 115 kV Voltage Limit Operator Aid- IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|NOT AN IROL – go to SOL table||
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 30 minutes|30 minutes|
|STEVL-L|< 103.5|Within 5 minutes|5 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|NOT AN IROL - go to SOL table||
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 30 minutes|30 minutes3|
|STEVL-L|< 103.5|Within 30 minutes|30 minutes|
|DAVL-L|< 98|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 30 minutes|30 minutes|
|STEVL-L|< 103.5|Within 5 minutes|5 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|Within 120 minutes|120 minutes6|
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 120 minutes2|Indefinite2|
|STEVL-L|< 103.5|Within 120 minutes2|Indefinite2|
|DAVL-L|< 98|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 12 - NGRID 230 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|Col5|
|---|---|---|---|---|
|IROL s1,5,7|||||
|Real-Time|||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)||
|DAVL-H|> 241.5|NOT AN IROL – go to SOL table|||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite||
|LTEVL-L|< 218.5|Within 30 minutes|30 minutes||
|DAVL-L|< 207|Take immediate action|No time allowed / potential IROL violation||
|Contingency Analysis (CA)|||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)||
|DAVL-H|> 241.5|NOT AN IROL - go to SOL table|||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite||
|LTEVL-L|< 218.5|Within 30 minutes|30 minutes3||
|DAVL-L|< 207|Within 30 minutes|30 minutes||
|SOL s1,5|||||
|Real-Time|||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)||
|DAVL-H|> 241.5|Take immediate action|No time allowed / potential SOL violation6||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite||
|LTEVL-L|< 218.5|Within 30 minutes|30 minutes||
|DAVL-L|< 207|Take immediate action|No time allowed / potential SOL violation||
|Contingency Analysis (CA)|||||
|Condition|Voltage (kV)|When Action Plan Needed||Time Allowed in This State (with Action Plan)|
|DAVL-H|> 241.5|Within 120 minutes||120 minutes6|
|Acceptable4|218.5 to 241.5|not applicable||Indefinite|
|LTEVL-L|< 218.5|Within 120 minutes2||Indefinite2|
|DAVL-L|< 207|Within 120 minutes||120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 13 - NGRID 345 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|NOT AN IROL – go to SOL table||
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 30 minutes|30 minutes|
|DAVL-L|< 310.5|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|NOT AN IROL - go to SOL table||
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 30 minutes|30 minutes|
|DAVL-L|< 310.5|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 30 minutes|30 minutes|
|DAVL-L|< 310.5|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|Within 120 minutes|120 minutes6|
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 120 minutes2|Indefinite2|
|DAVL-L|< 310.5|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 14 - RIE 115 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|NOT AN IROL – go to SOL table||
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 30 minutes|30 minutes|
|STEVL-L|< 103.5|Within 5 minutes|5 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|NOT AN IROL - go to SOL table||
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 30 minutes|30 minutes3|
|STEVL-L|< 103.5|Within 30 minutes|30 minutes|
|DAVL-L|< 98|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 30 minutes|30 minutes|
|STEVL-L|< 103.5|Within 5 minutes|5 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 121|Within 120 minutes|120 minutes6|
|Acceptable4|109 to 121|not applicable|Indefinite|
|LTEVL-L|< 109|Within 120 minutes2|Indefinite2|
|STEVL-L|< 103.5|Within 120 minutes2|Indefinite2|
|DAVL-L|< 98|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 15 - RIE 345 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|NOT AN IROL – go to SOL table||
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 30 minutes|30 minutes|
|DAVL-L|< 310.5|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|NOT AN IROL - go to SOL table||
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 30 minutes|30 minutes|
|DAVL-L|< 310.5|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|Take immediate action|No time allowed / potential SOL violation6|
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 30 minutes|30 minutes|
|DAVL-L|< 310.5|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 362|Within 120 minutes|120 minutes6|
|Acceptable4|328 to 362|not applicable|Indefinite|
|LTEVL-L|< 328|Within 120 minutes2|Indefinite2|
|DAVL-L|< 310.5|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 16 - VELCO 115 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 123|NOT AN IROL – go to SOL table||
|STEVL-H|> 121|NOT AN IROL - go to SOL table||
|Acceptable4|109.3 to 121|not applicable|Indefinite|
|LTEVL-L|< 109.3|Within 30 minutes|30 minutes|
|STEVL-L|< 103.5|Within 15 minutes|15 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 123|NOT AN IROL - go to SOL table||
|STEVL-H|> 121|NOT AN IROL - go to SOL table||
|Acceptable4|109.3 to 121|not applicable|Indefinite|
|LTEVL-L|< 109.3|Within 30 minutes|30 minutes3|
|STEVL-L|< 103.5|Within 30 minutes|30 minutes|
|DAVL-L|< 98|Within 30 minutes|30 minutes|


`

|SOLs1,5|Col2|Col3|Col4|
|---|---|---|---|
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 123|Take immediate action|No time allowed / potential SOL violation|
|STEVL-H|> 121|Within 15 minutes|15 minutes|
|Acceptable4|109.3 to 121|not applicable|Indefinite|
|LTEVL-L|< 109.3|Within 120 minutes|120 minutes|
|STEVL-L|< 103.5|Within 15 minutes|15 minutes|
|DAVL-L|< 98|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 123|Within 120 minutes|120 minutes|
|STEVL-H|> 121|Within 120 minutes2|Indefinite2|
|Acceptable4|109.3 to 121|not applicable|Indefinite|
|LTEVL-L|< 109.3|Within 120 minutes2|Indefinite2|
|STEVL-L|< 103.5|Within 120 minutes2|Indefinite2|
|DAVL-L|< 98|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 17 - VELCO 230 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 246.1|NOT AN IROL – go to SOL table||
|STEVL-H|>241.5|NOT AN IROL - go to SOL table||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|LTEVL-L|< 218.5|Within 30 minutes|30 minutes|
|STEVL-L|< 207|Within 15 minutes|15 minutes|
|DAVL-L|< 195.5|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 246.1|NOT AN IROL - go to SOL table||
|STEVL-H|> 241.5|NOT AN IROL - go to SOL table||
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|LTEVL-L|< 218.5|Within 30 minutes|30 minutes3|
|STEVL-L|< 207|Within 30 minutes|30 minutes|
|DAVL-L|< 195.5|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 246.1|Take immediate action|No time allowed / potential SOL violation|
|STEVL-H|>241.5|Within 15 minutes|15 minutes|
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|LTEVL-L|< 218.5|Within 120 minutes|120 minutes|
|STEVL-L|< 207|Within 15 minutes|15 minutes|
|DAVL-L|< 195.5|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 246.1|Within 120 minutes|120 minutes|
|STEVL-H|> 241.5|Within 120 minutes2|Indefinite2|
|Acceptable4|218.5 to 241.5|not applicable|Indefinite|
|LTEVL-L|< 218.5|Within 120 minutes2|Indefinite2|
|STEVL-L|< 207|Within 120 minutes2|Indefinite2|
|DAVL-L|< 195.5|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Table 18 - VELCO 345 kV Voltage Limit Operator Aid - IROL & SOL|Col2|Col3|Col4|
|---|---|---|---|
|IROL s1,5,7||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 369|NOT AN IROL – go to SOL table||
|STEVL-H|> 362|NOT AN IROL - go to SOL table||
|Acceptable4|327.8 to 362|not applicable|Indefinite|
|LTEVL-L|< 327.8|Within 30 minutes|30 minutes|
|STEVL-L|< 310.5|Within 15 minutes|15 minutes|
|DAVL-L|< 293.3|Take immediate action|No time allowed / potential IROL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 369|NOT AN IROL - go to SOL table||
|STEVL-H|> 362|NOT AN IROL - go to SOL table||
|Acceptable4|327.8 to 362|not applicable|Indefinite|
|LTEVL-L|< 327.8|Within 30 minutes|30 minutes|
|STEVL-L|< 310.5|Within 30 minutes|30 minutes|
|DAVL-L|< 293.3|Within 30 minutes|30 minutes|
|SOL s1,5||||
|Real-Time||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 369|Take immediate action|No time allowed / potential SOL violation|
|STEVL-H|> 362|Within 15 minutes|15 minutes|
|Acceptable4|327.8 to 362|not applicable|Indefinite|
|LTEVL-L|< 327.8|Within 120 minutes|120 minutes|
|STEVL-L|< 310.5|Within 15 minutes|15 minutes|
|DAVL-L|< 293.3|Take immediate action|No time allowed / potential SOL violation|
|Contingency Analysis (CA)||||
|Condition|Voltage (kV)|When Action Plan Needed|Time Allowed in This State (with Action Plan)|
|DAVL-H|> 369|Within 120 minutes|120 minutes|
|STEVL-H|> 362|Within 120 minutes2|Indefinite2|
|Acceptable4|327.8 to 362|not applicable|Indefinite|
|LTEVL-L|< 327.8|Within 120 minutes2|Indefinite2|
|STEVL-L|< 310.5|Within 120 minutes2|Indefinite2|
|DAVL-L|< 293.3|Within 120 minutes|120 minutes|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|


### M/LCC 15 Attachment H Revision History

|Rev. No.|Date|Reason|
|---|---|---|
|Rev 0|06/15/15|Initial draft|
|Rev 1|06/08/16|Annual review by procedure owner; Major changes made to the headings and added the key to each document table;|
|Rev 1.1|06/22/16|This Minor Revision corrected typos (i.e., data omitted in last change) on page 7 in Table 1 - CONVEX (ES) - 115 kV Voltage Limit Operator Aid – SOL, added DAV-L Voltage (kV) value of “< 100” and added the table second sub-title of “Contingency Analysis (CA)“;|
|Rev 1.2|10/14/16|This Minor Revision corrected typos; on page 27 in Table 9-NSTAR 230kV Voltage Limit Operator Aid - SOL and on page 29 in Table 10 - NSTAR 345kV Voltage Limit Operator Aid - SOL, corrected Contingency Analysis LTEVL-L limits ,made all text in LTEVL-L uniform black; Made administrative changes required to publish a new Minor Revision (added required corporate document identity to all page footers);|
|Rev 1.3|05/09/17|Periodic review performed requiring no changes;|
|Rev 1.4|4/19/18|Periodic review performed requiring no changes; Made administrative changes required to publish a Minor Revision;|
|Rev 2|10/04/18|Annual review by procedure owner; Globally made format changes to make document more useful to operators to identify voltage SOL exceedances; Made applicable data changes due to root cause analyses for high and low voltage exceedances;|
|Rev 3|01/04/19|Section I, revised limits to note they are for steady state (i.e., not for transient events) and to improve the language for radial exception use; Tables 5, 6 and 7: deleted STEVL-H limit for both Real Time and Contingency Analysis criteria and reverted all Real Time and Contingency Analysis DAVL-H limits to 1.05 p.u. of nominal (121kV, 241.5kV, 362kV);|
|Rev 4|04/08/19|Added new section 1.4.C to clarify criteria used to determine voltage SOLs; added Note 6 to Table Legend|
|Rev 5|08/27/19|Annual review by procedure owner; In all headers, replaced document owner ""Director, Operations Support Services"" with ""Manager, Real-Time Studies""; Section I.4, switched sequence of sub-steps B and C (a clarification requested by Operations); Modified NSTAR Tables 8, 9 and 10 to reconcile with OP-19K criteria;|
|Rev 5.1|05/14/20|Corrected typo in LCC Voltage Limit Operator Aid Table Note 1; changed Section attribution from “4B” to “4C”|
|Rev 5.2|07/31/20|Annual review completed by procedure owner; no intent changes required. Performed minor edits required to publish document including global name change of Emera to Versant Power.|
|Rev 6|09/15/20|Table 3A- Versant Power: modified 115kV Acceptable and LTEVL-L limits|
|Rev 7|07/06/21|Annual review by procedure owner; Section I.3.B.2.b – reconciled IROL low voltage criteria to be consistent with other MLCC15 documents|
|Rev 8|06/30/22|Annual review performed by the document owner; Clarified in Section I.4.D. that radial high voltage exceptions cannot be used for operations planning studies; Made additional clarifications in Section I.4.D. about radial high voltage exceptions; Added definitions in Section II.|


-----

|© ISO New England, Inc. 2024|Master/LCC Procedure No. 15 - System Operating Limits Methodology, Attachment H Revision Number: 10 Revision Date: February 6, 2024|
|---|---|
|Owner: Manager, Real-Time Studies|Approved by: M/LCC Heads|
||Review Due Date: February 6, 2025|

|Rev. No.|Date|Reason|
|---|---|---|
|Rev 8.1|01/26/23|Annual review performed by procedure owner requiring no intent changes; Changes to account for Rhode Island Energy (RIE) becoming a Transmission Owner; Minor grammar changes; Made administrative changes required to publish a Minor Revision.|
